filename,catalog_md5,catalog_size_bytes
20200106.gkg.csv.zip,c234d905b9042d5599afb74613d67a58,34262049
20200107.gkg.csv.zip,6f0cc7ed7d8dbe77c563f8ff38c5e2b6,38107423
20200108.gkg.csv.zip,6d8fbaa15f129614388b5e8f0a091c83,41006071
20200109.gkg.csv.zip,ed97619148753074d4ed276be5b8217c,39659653
20200110.gkg.csv.zip,849e05e6a2bb9249b80df67991803e98,37170118
20200111.gkg.csv.zip,3115248b220d622e3bb129e2ecade0c7,22470061
20200112.gkg.csv.zip,15705d747eaee5dfa0da293bdf963a16,19110771
20200113.gkg.csv.zip,6cf7a78fe25b1556001083cd0a40083d,35120732
20200114.gkg.csv.zip,4f153ac25dd6012cb3ae7c350680b152,38418127
20200115.gkg.csv.zip,b4b551bd06a89a20b8c0fa16acf93251,37365324
20200116.gkg.csv.zip,cfbb5cc2d8a7d715703bebd4c79ba6d2,41035283
20200117.gkg.csv.zip,3268078d36dbf847a682b42f7c0320d2,36995135
20200118.gkg.csv.zip,57982c26847d09744189b7f9685c43b2,21768052
20200119.gkg.csv.zip,05e814e835169d4a32b0249ca370167e,19212511
20200120.gkg.csv.zip,9c374fe3f8f79283c47929d2a10bf69a,31912867
20200121.gkg.csv.zip,54b011434d54f35e6effa2e58d519165,37758080
20200122.gkg.csv.zip,f69529818ccf8816a8bf1aafba74b5cc,41593449
20200123.gkg.csv.zip,0f74b51067f6b4dcbceb1763866667f3,41801293
20200124.gkg.csv.zip,dfb6028c1c4c6bcdb13e9998755492f0,39101833
20200125.gkg.csv.zip,8feee2adb310fc875f03ab73d8bc39a5,22772404
20200126.gkg.csv.zip,a141061f92eec5fbc1bc59a576c0f1f7,19669008
20200127.gkg.csv.zip,fda91db924745b9b61eee4ece6a037a8,34702578
20200128.gkg.csv.zip,9cfa3d789dde60ab15d80717d47e3966,39790056
20200129.gkg.csv.zip,8a9bb046177a433808342ad1f99e98c3,41104313
20200130.gkg.csv.zip,03cffc5007e03f930bbff0749ac57abf,41521481
20200131.gkg.csv.zip,2b45f8023c57efba354866e1d81dba0c,40520586
20200201.gkg.csv.zip,b0c5fecc1c27b4457baf082af2a41915,24235550
20200202.gkg.csv.zip,e653c51c921e32041303f50e6d021575,20274634
20200203.gkg.csv.zip,3ff0c3b823775d6c8398d42da6722a80,35898703
20200204.gkg.csv.zip,b46217404843393bb4a1e7aae94ddc93,41467411
20200205.gkg.csv.zip,8c375fa55bfcd06a7f5a4b3bdf3cf6ac,43092631
20200206.gkg.csv.zip,a953c1c7412cfe0a505f105ac8afb6d0,42801512
20200207.gkg.csv.zip,d3bdf3db3669aa424d6feeb9901702fc,38752488
20200208.gkg.csv.zip,8bc7ce0b7dda7171ceb187f54a1373b1,22607492
20200209.gkg.csv.zip,564b52fe3422463cf1c99d17edfe7fde,20454797
20200210.gkg.csv.zip,9453b24f8a2432c9fff075e0a67e8a11,36984799
20200211.gkg.csv.zip,4da9630fe98e591dce2791286164e8ae,40906321
20200212.gkg.csv.zip,ffe657101799cbb494736f0ff885708d,41962097
20200213.gkg.csv.zip,8745749424d78e503ee294ed2610791e,41707022
20200214.gkg.csv.zip,97597bdcea0a945398aaf6e42350e31f,37357417
20200215.gkg.csv.zip,4f60e7bc4d0c3bc85ccde1e1a5260fb0,22109486
20200216.gkg.csv.zip,db5b351721bf09d0e2d3d689ce35b3f8,19253768
20200217.gkg.csv.zip,dd124abc4ae0feef0c70d6c508507f85,30273523
20200218.gkg.csv.zip,df3b59bc421cb9f15ce935821b03c0a3,37953446
20200219.gkg.csv.zip,26ac0cbdaf68d6cfce78ac384e7beb71,40239453
20200220.gkg.csv.zip,596cfb7386508104b4b5ee0f4d96e945,41992222
20200221.gkg.csv.zip,49b2146c3bd6e0f4d2b27f62916a0b97,38496392
20200222.gkg.csv.zip,7a30f72290518a951f850e2bcca03d7b,22233404
20200223.gkg.csv.zip,d39250073704609e0b2a28944e90dbf4,19727170
20200224.gkg.csv.zip,e2e7acb7473635a176d69e052023168c,34419159
20200225.gkg.csv.zip,78ecded19a8b2763a786198ed30993c5,39691171
20200226.gkg.csv.zip,01290186e64935c8b4c6c833fc01ea50,41675951
20200227.gkg.csv.zip,4392a187bcac6471658f65c691ff2612,42011506
20200228.gkg.csv.zip,064b6dc62a56b565d85f61025206c1ab,39742495
20200229.gkg.csv.zip,153627d79a69b9f206819c8cd35f77b8,23974537
20200301.gkg.csv.zip,aea7152e074f4bacea683c5a451309ef,21350533
20200302.gkg.csv.zip,75d8377c6e8cd15f98ffb4838f58f9b7,37154072
20200303.gkg.csv.zip,631d4f24563a4c0b0fd600dbd5d0f4e7,41932497
20200304.gkg.csv.zip,2c4eed60190061a16074ea0c68174701,43528153
20200305.gkg.csv.zip,c6a12d9851ab2c8dd9204c08a16aeeee,43137892
20200306.gkg.csv.zip,fe5892d248930d447111b0bb6bfea6c0,38867898
20200307.gkg.csv.zip,d5b6f1a45267c7612b34a991774650f9,22837004
20200308.gkg.csv.zip,7d5c2e9803babe08acf91925cccb3689,20772171
20200309.gkg.csv.zip,4769b5d9e50c5d85f68c738d28a8759c,36669139
20200310.gkg.csv.zip,68d03d5f44cac522319142db33616b2f,39454450
20200311.gkg.csv.zip,d2173eab9e4279d30723b6a707fd9c09,43569477
20200312.gkg.csv.zip,61f908dda1613cd5a367a22f2979f5b5,43085683
20200313.gkg.csv.zip,30df679834e1f574d441d04d0a6c0fc3,40273996
20200314.gkg.csv.zip,664dbf5dc58d094510660ce76d790fc0,24189114
20200315.gkg.csv.zip,57633c8c5c7a2ca20fde678f488f0ef2,21777104
20200316.gkg.csv.zip,90ab49a6a8313d6dd942ca97bf37b251,36105166
20200317.gkg.csv.zip,2645fdf1cb699bdd56a5a61d01675d07,42121465
20200318.gkg.csv.zip,d692ccc36d9bc1ba15bdbe58189325c2,44643868
20200319.gkg.csv.zip,d73095adbdd3ef1b23da6064dfa48a2c,43596169
20200320.gkg.csv.zip,e200df497ca98b40e19af5935e5c6fd8,41081653
20200321.gkg.csv.zip,1caee486801b2c60c822a86a71d3e507,24965335
20200322.gkg.csv.zip,d10c6f49c42fb038776ddb38966d1984,22898543
20200323.gkg.csv.zip,609688c91061715f7cf86b94f90d976e,38003544
20200324.gkg.csv.zip,f75c9fea1ef60b68a6968eea23647c2e,40758114
20200325.gkg.csv.zip,4692487b51d736cd4083e4f0716a363c,41396185
20200326.gkg.csv.zip,9c1a3d0cf3c43995cd07603f99760204,42642796
20200327.gkg.csv.zip,be1063dd13f397b777f35d54190cf084,40418292
20200328.gkg.csv.zip,cd48f6f2204ac21602bae5385e1d7fb1,24202502
20200329.gkg.csv.zip,7cfd7fb3d1f17e2f28a5e7297c40a848,22228549
20200330.gkg.csv.zip,af2c54e8731e1b0e6d10959b89fd5086,36897775
20200331.gkg.csv.zip,a80566d57c1d56632d196a4ad834fd18,42937966
20200401.gkg.csv.zip,f75601be49341272ba403a4798a91e2c,41654440
20200402.gkg.csv.zip,031568dfd41f18f07736a7e2cc8da31e,42267414
20200403.gkg.csv.zip,0110a08365c4c8a03234fc4d357f7763,39173479
20200404.gkg.csv.zip,f57aa20a10509e00439cd54f987c88bf,24110730
20200405.gkg.csv.zip,7a2d5f8b822bcb2097553ed8f0251afc,21281269
20200406.gkg.csv.zip,cb29ff834e4918e75f392217cfcb4cf1,36160552
20200407.gkg.csv.zip,acc733de3aea6d0910b20e675484b8d1,39288993
20200408.gkg.csv.zip,1f5356401e337987043840547f4e13ca,39603422
20200409.gkg.csv.zip,3c113a9e4c01cefc260a90285ee4b781,38869304
20200410.gkg.csv.zip,ffa611fd9d15427c612dee354418467d,33319742
20200411.gkg.csv.zip,3b749170876d13c72a7df5c2f8fe61fc,22419191
20200412.gkg.csv.zip,cfcb51f585b6b3847f45f7aa85277d97,19604232
20200413.gkg.csv.zip,39a3cba67c7c03524aad346340b87c63,31647878
20200414.gkg.csv.zip,bbf568454ecee744441bc0ae0e7af795,38249599
20200415.gkg.csv.zip,52c99c4417ae17215e9e30e8af7308d0,39141654
20200416.gkg.csv.zip,77a2fb484aced9fec8b5074b35a7e38e,39893154
20200417.gkg.csv.zip,39351590202e0b8e422782a39689d315,38217323
20200418.gkg.csv.zip,8b3633b2f63f1a733350d87a7563b2c3,23172674
20200419.gkg.csv.zip,b4321b87c38a522351d06f7f135830c1,19854837
20200420.gkg.csv.zip,ac3b3c7f88092405362228158efa44d2,35149821
20200421.gkg.csv.zip,bb138a6fe130692ae0f5d9790e8b8647,38875036
20200422.gkg.csv.zip,e6053e315332573890b7c07ed5a29ff4,40818815
20200423.gkg.csv.zip,2076e356f99da62c7ce2cf3fc20cb3e7,40644167
20200424.gkg.csv.zip,8fca349fbda9a63d0ba74ab2287e4f26,38338534
20200425.gkg.csv.zip,b0284d7fdf70ae9fa75695b2b832abe9,22788003
20200426.gkg.csv.zip,1af9653f71a0ebe04443c49c556672a2,19805331
20200427.gkg.csv.zip,81ac6b47c6fbe876b4694f60d587ede3,34108442
20200428.gkg.csv.zip,29c3e280490c153bd1bba2317b8f9efe,38376918
20200429.gkg.csv.zip,4f94aa4011e8347faa0e899b0f701fa8,39572108
20200430.gkg.csv.zip,05b88b72a06845b5ad45d96bc5bdc653,40453800
20200501.gkg.csv.zip,7752e5768d0a88f467c46b6b7d8481d4,36461938
20200502.gkg.csv.zip,676a5b0af38d2d4ba01ef27bfa5940d4,21502909
20200503.gkg.csv.zip,3f81bb2bd85e1445deb52446ff3a5a62,19510862
20200504.gkg.csv.zip,95e76136332c62d23d26d36f7fc01a90,34718025
20200505.gkg.csv.zip,d0392a3cec8772fa69f23fe9a33be911,38963057
20200506.gkg.csv.zip,ab60ab74f3fe68a5dd919b6551345dc3,39456050
20200507.gkg.csv.zip,dea8100e8a1608ee608a27e06330efda,38983359
20200508.gkg.csv.zip,e6b1335b59d612b3faaa233b0ae5e71c,36906450
20200509.gkg.csv.zip,45e092903427a74e3f59a232c056a242,22575616
20200510.gkg.csv.zip,37ab3624969a7a07c21a38e7c32febf8,19432432
20200511.gkg.csv.zip,d935f671c6fb38e5f938bd552c8b7710,33549179
20200512.gkg.csv.zip,77c4d26d3ca3f3e55a793dc040edf038,38453311
20200513.gkg.csv.zip,4caa086a47b501f71f4e689414528763,39808246
20200514.gkg.csv.zip,ac9326a66cde7140f51ab7356c55db7d,38937368
20200515.gkg.csv.zip,e896bed92152525e6501f84e6427d009,36123052
20200516.gkg.csv.zip,c8269364f2e4c3718a6625c2686e57ee,21837864
20200517.gkg.csv.zip,5ee1cde102cb17a53cd68222d3d59f94,18857661
20200518.gkg.csv.zip,ebcd7a8740a0b4e0addc263f2ce028b8,32861780
20200519.gkg.csv.zip,35e0b6ff87dc37c214f9c06b8b85b60f,37574489
20200520.gkg.csv.zip,890ed346ea787a6ed5f13b08e54f20c6,38211756
20200521.gkg.csv.zip,53ba4dc8e474c41cf77f874e383703ea,38834865
20200522.gkg.csv.zip,7eb33e52607f30afc33b1fa1669d7c40,35888596
20200523.gkg.csv.zip,4c2e9752b64b78e86b65c980245f46d2,20954441
20200524.gkg.csv.zip,99814848046604fd76a3926ba890da58,17914227
20200525.gkg.csv.zip,4f26cdf2f4c235fe824ce58c616fe2eb,23831899
20200526.gkg.csv.zip,47747223e6e35a2df752dfb716178254,33372995
20200527.gkg.csv.zip,6e455a8fd378b8616c25df88e014eeae,37535973
20200528.gkg.csv.zip,c2788664184d86d45daa2fa8e6c37cd1,38555378
20200529.gkg.csv.zip,1ce844545f408203727ddf1c7f68659d,36846278
20200530.gkg.csv.zip,05dde8230727237e922f3fff4d17f48d,22682939
20200531.gkg.csv.zip,1db81b18e696fb55e2018b8f4b41beb9,20536750
20200601.gkg.csv.zip,10fdb65a49293eb2d24fa96937874fcb,34684762
20200602.gkg.csv.zip,0d994f93060505187fb5ec384915972a,38892881
20200603.gkg.csv.zip,b74bb19bac4846d7549f74f843b4c73e,39762900
20200604.gkg.csv.zip,dce8bb96bb23e24977333275b094b38c,39389806
20200605.gkg.csv.zip,60923e817f92036448fe9fb8a33dfaca,36447980
20200606.gkg.csv.zip,7746e122725f9ef4b73bcee5916d9689,21852216
20200607.gkg.csv.zip,77e8fd7b1924c3965b29a2e0307f5dc0,19213308
20200608.gkg.csv.zip,7497b2034e3c6ab22f1423e694b64881,33095132
20200609.gkg.csv.zip,1c1787bfca57277f3fa31e864c7ecc4a,36951539
20200610.gkg.csv.zip,695be473c22b865681d2c370789a64af,38222431
20200611.gkg.csv.zip,a15e300457e7ec0c6ec7add7f2d08109,37943241
20200612.gkg.csv.zip,e89dadcdd728f2f623799a3dd0fd95ec,37062555
20200613.gkg.csv.zip,072fd9d8c885bad76694fbc8144823b9,21550976
20200614.gkg.csv.zip,bff6e7b2c1411d691463a669dee405fc,19042906
20200615.gkg.csv.zip,0b2473acb59e14a56873cb68330dd1f2,33573635
20200616.gkg.csv.zip,c9697d9c739e82482bea4b95f0192433,38229009
20200617.gkg.csv.zip,6f24081355ce8e016f7bcc5872d32235,39375925
20200618.gkg.csv.zip,861a4eda6adc395a4dc991bab323587d,39919203
20200619.gkg.csv.zip,86014ac305008861aa3d77d2db5d5acf,36448574
20200620.gkg.csv.zip,b57f9d458a041b3c7780db9070112087,21581447
20200621.gkg.csv.zip,9a938e903f22fe8786ea086ad156c8e5,18877834
20200622.gkg.csv.zip,a3d7ebbcc736ceeae92956bfe7cbd570,32842813
20200623.gkg.csv.zip,b13cef38f227bb47f8bf0cd8226fab4b,37518944
20200624.gkg.csv.zip,c4c0463213cad6b17ded666b1a3ba3dc,38573476
20200625.gkg.csv.zip,9e50f5a8be06006392599cd705017697,38460471
20200626.gkg.csv.zip,723bb58dbb5891ae33ab6aa6cec61ed8,35743269
20200627.gkg.csv.zip,9967283a203b1bebfc79e65ec2feeacf,21549205
20200628.gkg.csv.zip,369d90a184134152723ae2a3aec689ab,18575143
20200629.gkg.csv.zip,f01a0b28fe62741f63190f4b36465713,33238795
20200630.gkg.csv.zip,3147082d9046b5d1bc2896000495781d,38683518
20200701.gkg.csv.zip,4f938a9020b2d9bfb0b0d097bc0534de,39590291
20200702.gkg.csv.zip,df592f9c33c2e7be9f1e8f4e7b1da8bb,38196593
20200703.gkg.csv.zip,bd0394fd9c145e80ec70f476af2e954b,30630641
20200704.gkg.csv.zip,6853f0733d98c01302ddfafbf27530e7,19681551
20200705.gkg.csv.zip,6529b9181881368628b8c1e9f00d9505,18410542
20200706.gkg.csv.zip,d9993eede5436ef37015a40f4101b0bc,32326430
20200707.gkg.csv.zip,e061ae7bab24e77e623c01772b54e534,37275212
20200708.gkg.csv.zip,064bde4269b431511d683b97c02435eb,39152273
20200709.gkg.csv.zip,cca5aff9131f47d2026be146dfb87f80,38408054
20200710.gkg.csv.zip,46105c55078b2dde992587299e58a295,35177517
20200711.gkg.csv.zip,c8c605138dd80b0c14f6e06c94c8bd2b,21228607
20200712.gkg.csv.zip,4dda9bcffbf136c3e466404d2bcafab2,18316910
20200713.gkg.csv.zip,215b145c6f698bbb7ae659c72f8aa26c,33037723
20200714.gkg.csv.zip,ece482be7a566476443b0c78a8de4d29,37161977
20200715.gkg.csv.zip,32f2edffff31dadb50bf5a1349133b57,38639869
20200716.gkg.csv.zip,ecd08ef27067b38ce2021973ad524622,37884415
20200717.gkg.csv.zip,5da4b59d335680785b8acf3a8ce19ab7,34750612
20200718.gkg.csv.zip,774f2a84bf9b4285fe748bd22e59584c,21352386
20200719.gkg.csv.zip,b54b60eb4b819b94ca5bbddbc97eec72,18210740
20200720.gkg.csv.zip,fa9d41cd666a606510b0e335e889cbbf,32621313
20200721.gkg.csv.zip,62dc667bea22caa516c481bdf4f1cf1d,37483421
20200722.gkg.csv.zip,ce71ae23cc59d0bf1fcd6285dacc6558,40110741
20200723.gkg.csv.zip,41ab26dea0f72ef397e38c82be961de9,39119744
20200724.gkg.csv.zip,90b234d0b6355cfeefc0df95b4d98e3f,36324512
20200725.gkg.csv.zip,0b810a38d879499d028bb58371cb60d8,21374384
20200726.gkg.csv.zip,94e494a08061112c0f389409b061b274,19304318
20200727.gkg.csv.zip,e6795ad85de8777edba677a8e99ef7f6,33616600
20200728.gkg.csv.zip,e31fa888db0eb82a8097d0edbfd93138,38533192
20200729.gkg.csv.zip,868080c334e88f7aa9ee05c9a4f68978,39197270
20200730.gkg.csv.zip,14f1f5572dac51746cde358c5644230a,38900331
20200731.gkg.csv.zip,5d50c9aafc1a1ab71339fe7a9c0d9e2c,36447074
20200801.gkg.csv.zip,a7e3c529fe5d2bf44e6cbdbaa9c99207,20586430
20200802.gkg.csv.zip,888327a51c7298de20f7c35b3e072639,17512599
20200803.gkg.csv.zip,808bc4ab0192dce529a7c66322664d32,30848201
20200804.gkg.csv.zip,277e8269cfea54fce6e7f02e2285900f,35401700
20200805.gkg.csv.zip,f1819aca3fcbf53a97d776b6f92e33cf,37099231
20200806.gkg.csv.zip,7b63f0975d06d447aa0187f903766bdf,37854324
20200807.gkg.csv.zip,39fc996138d5dc60765a09c2a00205a0,35676680
20200808.gkg.csv.zip,a05493a088c64232f5419a28ae1eb3f5,21178179
20200809.gkg.csv.zip,0b9753a849e52ed742fb1de685b2a56d,18466687
20200810.gkg.csv.zip,219aa958a72b1f14c90f29a4b6d3093b,31812680
20200811.gkg.csv.zip,c592004d3b411b2a17753057ab715f24,36280754
20200812.gkg.csv.zip,18e655b4775b05b7367bf83b92934fe3,36952277
20200813.gkg.csv.zip,a9499ed82ef1b0848e0dbd3b6ef25f78,37047716
20200814.gkg.csv.zip,2aeced9f958f6ab4645fbe0b92faf610,34835867
20200815.gkg.csv.zip,8896ee9aa48d40259416a54cf89d87ac,20841021
20200816.gkg.csv.zip,c017ced9ea141397cbdadd6889b70721,18274675
20200817.gkg.csv.zip,a94bd23373c04ac014bd6c801c7702b3,32955416
20200818.gkg.csv.zip,0238cc8cbe9c53d473a796f72471e226,36802817
20200819.gkg.csv.zip,11794a5ce6f99956f62da40c0d7e5f03,37652835
20200820.gkg.csv.zip,d9aba09a3cef8a8df53cbd6e1b6af4ad,37818679
20200821.gkg.csv.zip,c2d98d0d53d4f80cae82368cd54c0f0b,34826337
20200822.gkg.csv.zip,067ae707612f443515216252590017df,19820999
20200823.gkg.csv.zip,075148282fc1b3ecb9ce26ff91cc4aed,18176717
20200824.gkg.csv.zip,1b7a1b11bc05a6a5e67d0496970b68f7,32605702
20200825.gkg.csv.zip,b2919e7a49e083af062109cbb679c7fa,36967230
20200826.gkg.csv.zip,f967ba8042f77b0507edfe4c301a645e,37826378
20200827.gkg.csv.zip,02428dc7659bf3867790047ae460bddc,37884563
20200828.gkg.csv.zip,ad36656c93c819f4e3fb082f6ec1c834,35008493
20200829.gkg.csv.zip,b169d1a1d1d9ddcd0c7aabfd563b00c7,20429294
20200830.gkg.csv.zip,cbf964bc3723a397ebc4c5bc32ec05c0,18089226
20200831.gkg.csv.zip,4bce4ac75b22709b48c93c14ec8db1f7,30981917
20200901.gkg.csv.zip,16acc1969367d9196b495df940fbfe96,35817885
20200902.gkg.csv.zip,0b35667789451a6bcd5606d2c45ab03f,36969008
20200903.gkg.csv.zip,ccd946286090029c5b6238fb0597d2f3,36392239
20200904.gkg.csv.zip,67d0a096d5247f696a133332ce2afb89,34326435
20200905.gkg.csv.zip,4a1919a23417a497fedcb93cf70d35b8,19686372
20200906.gkg.csv.zip,ef379b2b2c28c6bf4f80966a7b936f3a,17862303
20200907.gkg.csv.zip,a3a8506edb88ac6aa1cc3b7effb9f6b4,25672168
20200908.gkg.csv.zip,6bc6abf6aca0e228e93b74fe02584a41,33774358
20200909.gkg.csv.zip,285dd8093f945c0a2b03d51bd3626ebf,37008520
20200910.gkg.csv.zip,72581ad3efb787e5a8808903693bf99e,37636837
20200911.gkg.csv.zip,66505aeea6392c28441b4afa94297395,34916271
20200912.gkg.csv.zip,1d8123e858f92253e39ab2e386855eb2,21734185
20200913.gkg.csv.zip,56b42bf59879f4bbb7efd189b3dac74b,18114125
20200914.gkg.csv.zip,475182b8a2357d574a152fc0a0c7caf1,33082959
20200915.gkg.csv.zip,73fdae2d5e95db742e96ff548eedec34,36717079
20200916.gkg.csv.zip,3b4a699ce7892312dfa14f4ba9f82470,37556199
20200917.gkg.csv.zip,9c69a30afb9bdc0e46e0891ad28f3e10,36953407
20200918.gkg.csv.zip,b119c042105a6a3f5ea73ed340801f9d,34205363
20200919.gkg.csv.zip,c42d115150a8d0907efcfa05729eaf4d,21274791
20200920.gkg.csv.zip,0dbef83433b28a92d450b3553a16e406,17453656
20200921.gkg.csv.zip,98f207c3e2194869590eb2aba2099239,31995906
20200922.gkg.csv.zip,0bc81dfa0d88a4d2fe3ff5eae7af9e7c,36339645
20200923.gkg.csv.zip,149aa8ece9042ffa08365afb2057948c,38859337
20200924.gkg.csv.zip,2f655907c8264e8ec97b2363f6c4c099,36239830
20200925.gkg.csv.zip,a5a3408f9df2b1267d8b361d8a0b5105,32865417
20200926.gkg.csv.zip,d23cf296c9107a4a57acb6f083f56521,17257741
20200927.gkg.csv.zip,fb392bd1d40ab7e47b2cec87161ee5fe,18257671
20200928.gkg.csv.zip,47d5ca7fa34ad4304bd3af0d8bc71424,28111527
20200929.gkg.csv.zip,c698f99882242209346393744c80f574,33300141
20200930.gkg.csv.zip,f0eae57a7e7296358b1dc3366b96d3b8,32283136
20201001.gkg.csv.zip,91daed8576f958fa2034fde7f736ccdc,35006620
20201002.gkg.csv.zip,364807553bb8868f6adba6e2eea8b41a,30912966
20201003.gkg.csv.zip,cba084983da69d1afe83f2d4cd61e716,15184080
20201004.gkg.csv.zip,18e180363fef3a5c8c85479145e67db5,13486542
20201005.gkg.csv.zip,57098138c815bfa3b9320bf9147031f2,26136267
20201006.gkg.csv.zip,4d8a849c1d76ff301881941b119b866c,29257087
20201007.gkg.csv.zip,ae7f23e165f9750f5faed4e99495495d,27710829
20201008.gkg.csv.zip,b3ff3304ecab7fa18dd845703c85b0f4,29650236
20201009.gkg.csv.zip,07577f68398e6f920f83c5c83335fd2a,18917767
20201010.gkg.csv.zip,72cad2e94f82e56f761320a3f218e400,20864265
20201011.gkg.csv.zip,629f65f588fc00a9615f96e50fefbb7a,16162244
20201012.gkg.csv.zip,0181198ae539ef7d297ff506ce1eacc3,22739753
20201013.gkg.csv.zip,781a3f7c26ab82d5257239821b8f85b8,24873136
20201014.gkg.csv.zip,9d6034fb603e63729afe4616dada4be2,27597627
20201015.gkg.csv.zip,eb1aaf3ef298a0fc6bdf302d90f3b7a7,23050939
20201016.gkg.csv.zip,2672f27b7123c24adc37e9c3f8499413,9467483
20201017.gkg.csv.zip,b40153d3fa8a059f9191a9649f5627fc,14730681
20201018.gkg.csv.zip,63fc78bc2cceb89a6c20a0b03628a450,15098322
20201019.gkg.csv.zip,b14c6537cdd282d4e8b8f8ed1993c466,21237135
20201020.gkg.csv.zip,e0d4a6a157eb2d30d22675f076dd658b,23424635
20201021.gkg.csv.zip,da08a46924adc1aaa7480f9ed0b8a4cf,23366019
20201022.gkg.csv.zip,3bae2e250d1ae236dee52ed1e0281645,19712728
20201023.gkg.csv.zip,25091995abb673d1ff899c6dc25b3649,14232543
20201024.gkg.csv.zip,01d2f86a8063d5b2b7ab272a852f9cf0,9478256
20201025.gkg.csv.zip,83158ef73951508c804b468c8dc494b0,11754206
20201026.gkg.csv.zip,e21e852ccd7744b95bcf0e8f17038d27,18917343
20201027.gkg.csv.zip,82f7d938c58f0dca66c803f12eb3256c,19365933
20201028.gkg.csv.zip,632c39db411e73e260ee1be70df65fb9,22380028
20201029.gkg.csv.zip,202f859977019d0b1baae96f69ddba6b,16259237
20201030.gkg.csv.zip,55c4b9ea3715ee96a770a601e75b63c6,9428020
20201031.gkg.csv.zip,a4311fda90de1fd6e92d680470eed93a,5848182
20201101.gkg.csv.zip,9534f3c3115bd6bb5ecff4c332b14ae3,9028338
20201102.gkg.csv.zip,f3519c2eff4ea2515ebbe9a237e6a573,19115044
20201103.gkg.csv.zip,2112e6b9a101a6c2341a9518a0cd325c,12653429
20201104.gkg.csv.zip,b96a5d8d20188b21bc02897b8a7127e3,21601735
20201105.gkg.csv.zip,57e4932073dc110a6d098f96aacc09fd,14918411
20201106.gkg.csv.zip,261d4d0a87d47207700d5eff312dda82,5723929
20201107.gkg.csv.zip,ad381a460a7778886988b6b0ea152eed,3628281
20201108.gkg.csv.zip,020f0213b3e9db87cf03fa4cecb94992,6291731
20201109.gkg.csv.zip,4f115600047d1a5ef8c414443ffd1bb2,17431316
20201110.gkg.csv.zip,3c86eaf6b2b74da96c43addb967b6048,15744391
20201111.gkg.csv.zip,ef7d1030450d74cd30af0cecac12aa65,14426546
20201112.gkg.csv.zip,1274bb6e8a64c88672205e300996c7d3,13285568
20201113.gkg.csv.zip,14f7031ed4810c3b56b581ccb64f5391,3495998
20201114.gkg.csv.zip,6a3f2c938ce643ce4cf933fc5b5e1bd9,2489697
20201115.gkg.csv.zip,403750924f41d73c291fbe2ef5ead656,3920753
20201116.gkg.csv.zip,de38349beb402e24421d4ea736be8d02,11568002
20201117.gkg.csv.zip,89294457f4bfac3aa7dc313445487ec6,12000081
20201118.gkg.csv.zip,6c46ac41059b1dbe7a1b1c9ba4e6c852,36558553
20201119.gkg.csv.zip,923480256b0d710b28674bbafde8ad28,37706586
20201120.gkg.csv.zip,e5aa7ce48e41763c1b609ab8fd0bdf91,34765783
20201121.gkg.csv.zip,236f03406cd43018e26918b151c8a81e,20327129
20201122.gkg.csv.zip,fbffdae4dec90fc540584e5c6e695897,17251968
20201123.gkg.csv.zip,be0ec42a07051fad7ddb617027219926,30421126
20201124.gkg.csv.zip,517e9cb509d49ac3d1e1dd57f2a504f2,34370182
20201125.gkg.csv.zip,768c96d5d70347595320946793a0eb1a,33910758
20201126.gkg.csv.zip,3f5e0ffac1c8388fe11856e2aa3033c9,27349366
20201127.gkg.csv.zip,b648c5918bc6eed9f55c04aec6db86e4,25544671
20201128.gkg.csv.zip,888b830ed6ab383b2d4e79bcc3ff2028,17231600
20201129.gkg.csv.zip,8d3be71ef32216aed2e034fee845005d,16078298
20201130.gkg.csv.zip,b99650d05afa32872a3bbbd9ac968acc,28646661
20201201.gkg.csv.zip,c4719667e0ed58f5ad0128016b625fa4,33250082
20201202.gkg.csv.zip,05b3a4744a65fbd8e4d7dcf2ead56117,34052912
20201203.gkg.csv.zip,b796103ce627b8c4269268ee63d08600,34187640
20201204.gkg.csv.zip,7a44a83e6eb008667d8c3eab1d42bffa,31980701
20201205.gkg.csv.zip,7daeb6835f6be5155999997594c3abbe,18931694
20201206.gkg.csv.zip,fda3b5ac5670dd9c0916993c898f5cef,16458767
20201207.gkg.csv.zip,301fdde7bbdb2571260e05fcae2373b2,29117890
20201208.gkg.csv.zip,7360e2050cac7de98576978c0889da14,33444436
20201209.gkg.csv.zip,942809c7a4704447b61afd78da109e72,33809234
20201210.gkg.csv.zip,1231b1ed7579a712dc1e65cb941efe43,33974794
20201211.gkg.csv.zip,945a3a6540e05b046dd01378a0fd8e28,31578873
20201212.gkg.csv.zip,13aa7dc0350de13118d51d5256e275b2,19624179
20201213.gkg.csv.zip,1db5b8f503700ed49fadf0cc4149cd21,16372020
20201214.gkg.csv.zip,778fd1da3a8710d9c412770dab4a88ce,29298339
20201215.gkg.csv.zip,b9a6448fa0ebf66680f48be8a44053b2,32340250
20201216.gkg.csv.zip,dda1b713c9e40130ba1ea6f9ca69d407,33683180
20201217.gkg.csv.zip,2eb67233757dd5432187fffe86cbfd13,33529638
20201218.gkg.csv.zip,e21be6c28b161d3e8f70609f7cbd5910,31553359
20201219.gkg.csv.zip,84f8a0f10968f71f18b39f142c701602,19039513
20201220.gkg.csv.zip,244ea86991f86fdc7a87804f990441da,16014671
