analysis_month_number,ranking_month_end_date,security_key,project_ticker,gics_sector,sector_momentum_quintile,sector_neutral_leg_weight
1,2021-01-29,LRCX,LRCX,Information Technology,5,0.006493506493506493
1,2021-01-29,NOW,NOW,Information Technology,5,0.006493506493506493
1,2021-01-29,NVDA,NVDA,Information Technology,5,0.006493506493506493
1,2021-01-29,PYPL,PYPL,Information Technology,5,0.006493506493506493
1,2021-01-29,QCOM,QCOM,Information Technology,5,0.006493506493506493
1,2021-01-29,SNPS,SNPS,Information Technology,5,0.006493506493506493
1,2021-01-29,TER,TER,Information Technology,5,0.006493506493506493
1,2021-01-29,XLNX,XLNX,Information Technology,5,0.006493506493506493
1,2021-01-29,ZBRA,ZBRA,Information Technology,5,0.006493506493506493
1,2021-01-29,ALB,ALB,Materials,5,0.018181818181818184
1,2021-01-29,DD,DD,Materials,5,0.018181818181818184
1,2021-01-29,EMN,EMN,Materials,5,0.018181818181818184
1,2021-01-29,FCX,FCX,Materials,5,0.018181818181818184
1,2021-01-29,PKG,PKG,Materials,5,0.018181818181818184
1,2021-01-29,ARE,ARE,Real Estate,5,0.015151515151515152
1,2021-01-29,DLR,DLR,Real Estate,5,0.015151515151515152
1,2021-01-29,DRE,DRE,Real Estate,5,0.015151515151515152
1,2021-01-29,EQIX,EQIX,Real Estate,5,0.015151515151515152
1,2021-01-29,SBAC,SBAC,Real Estate,5,0.015151515151515152
1,2021-01-29,WY,WY,Real Estate,5,0.015151515151515152
1,2021-01-29,AES,AES,Utilities,5,0.018181818181818184
1,2021-01-29,AWK,AWK,Utilities,5,0.018181818181818184
1,2021-01-29,NEE,NEE,Utilities,5,0.018181818181818184
1,2021-01-29,NRG,NRG,Utilities,5,0.018181818181818184
1,2021-01-29,PEG,PEG,Utilities,5,0.018181818181818184
2,2021-02-26,ATVI,ATVI,Communication Services,5,0.018181818181818184
2,2021-02-26,DISCA,DISCA,Communication Services,5,0.018181818181818184
2,2021-02-26,NWSA,NWSA,Communication Services,5,0.018181818181818184
2,2021-02-26,PSKY,PSKY,Communication Services,5,0.018181818181818184
2,2021-02-26,TTWO,TTWO,Communication Services,5,0.018181818181818184
2,2021-02-26,AMZN,AMZN,Consumer Discretionary,5,0.007575757575757576
2,2021-02-26,APTV,APTV,Consumer Discretionary,5,0.007575757575757576
2,2021-02-26,BBWI,BBWI,Consumer Discretionary,5,0.007575757575757576
2,2021-02-26,CMG,CMG,Consumer Discretionary,5,0.007575757575757576
2,2021-02-26,EBAY,EBAY,Consumer Discretionary,5,0.007575757575757576
2,2021-02-26,ETSY,ETSY,Consumer Discretionary,5,0.007575757575757576
2,2021-02-26,GM,GM,Consumer Discretionary,5,0.007575757575757576
2,2021-02-26,NWL,NWL,Consumer Discretionary,5,0.007575757575757576
2,2021-02-26,POOL,POOL,Consumer Discretionary,5,0.007575757575757576
2,2021-02-26,TGT,TGT,Consumer Discretionary,5,0.007575757575757576
2,2021-02-26,TSCO,TSCO,Consumer Discretionary,5,0.007575757575757576
2,2021-02-26,TSLA,TSLA,Consumer Discretionary,5,0.007575757575757576
2,2021-02-26,ADM,ADM,Consumer Staples,5,0.015151515151515152
2,2021-02-26,CAG,CAG,Consumer Staples,5,0.015151515151515152
2,2021-02-26,CLX,CLX,Consumer Staples,5,0.015151515151515152
2,2021-02-26,KHC,KHC,Consumer Staples,5,0.015151515151515152
2,2021-02-26,MNST,MNST,Consumer Staples,5,0.015151515151515152
2,2021-02-26,WMT,WMT,Consumer Staples,5,0.015151515151515152
2,2021-02-26,BKR,BKR,Energy,5,0.022727272727272728
